title,company_name,company_field,category_major,category_minor,employment_type,seniority,location,number_of_hire,experience,salary_range,skills,job_description,requirements,job_url,company_size,company_address,company_about,company_url
Social Media and Content Specialist(Japan),新加坡商犀牛盾科技股份有限公司,Software,Marketing / Advertising,Community / Social Media,Full-time,Entry level,"Taipei City, Taiwan",3,No requirement for relevant working experience,"30,000 ~ 100,000 TWD / month","['content', 'social media']","[General Responsibilities]1. Plan and execute content strategies tailored to the designated markets, including but not limited to France, Germany, Spain, US, and South Korea, incorporating company initiatives, recent events and cultural nuances.2. Localize international events according to the company calendar. 3. Collaborate with brand, Go-To-Market colleagues & (Internal/ External) influencer team members to tailor content for designated social media platforms to drive brand awareness and/ or engagement.4. Manage email marketing campaigns, from drafting compelling content to scheduling and analyzing performance metrics by cooperating with the global CRM team. 5. Translate marketing materials of new products and website content, ensuring accuracy and cultural sensitivity.","[Job Requirements]1. Native in English and German2. Must have proficiency in either Chinese (or English) languages, with excellent written and verbal communication skills.3 Strong copywriting and content creation abilities; experience with Canva or a similar tool to create visual content is a huge plus.4. Experience in social media management, including content calendar, community engagement, and analytics tracking.Nice to Have:1. Native in Japanese: The candidate being able to write and speak natively to engage with the local audience effectively.2. Knowledge of SEO best practices and tools for optimizing content for search engines is a big plus.",https://www.cake.me/companies/rhinoshield/jobs/social-media-and-content-specialist-japan?locale=en,201 - 500 people,台灣台中市南屯區益昌五街,"RHINOSHIELD is an accessories brand which offers superior protection for its customer's devices.Established in 2012, and driven by creative ingenuity, RHINOSHILED continues to evolve by seeking out new materials, focusing on sustainability, and being a leader in customization.As a changemaker in the industry, the reputation of our product technology, like the ShockSpread™ material, makes us stand out from the crowd. Our enviable status has helped us form valuable bonds with both iconic brands, and cool indie artists alike.Today, RHINOSHIELD has a growing global reach, with products sold across Asia, North America and Europe. Near a million customers have signed up for loyalty and other bonuses via our official website and retail stores, and we cultivate twice this number of followers across major social media platforms.See more at: rhinoshield.shop",https://www.cake.me/companies/rhinoshield
資深前端工程師,新加坡商犀牛盾科技股份有限公司,Software,IT,Web Developer,Full-time,Entry level,"Taipei City, Taiwan, Taichung City, Taiwan",2,3 years of experience required,"700,000 ~ 1,100,000 TWD / year",[],"1. 品牌官網開發與維護：設計並實現直觀且高效的官網，展現 RHINOSHIELD 品牌價值，提升用戶體驗與品牌形象。
2. 內部系統設計與開發：優化內部管理系統架構與功能，提升團隊運營效率，實現創意與執行的高效整合。
3. 跨系統架構整合：與後端及技術團隊合作，構建穩定高效的跨服務架構，實現多系統間的無縫對接。
4. 效能與穩定性優化：進行網站與系統效能優化，確保高併發環境下的穩定性與流暢性，提供卓越的使用者體驗。
5. 創新技術落地：結合創新技術與商業需求，打造兼具功能性與情感共鳴的高價值產品，助力品牌成長。","1. 具 3 年以上網頁開發經驗，熟悉現代前端技術與開發流程。
2. 熟悉 Vue 3、Nuxt 3、TypeScript，能快速上手並維護高品質程式碼。
3. 熟悉 Utility-First CSS 框架（我們使用 Unocss），並能靈活運用於設計需求。
4. 熟悉 Git 版控工具及團隊協作流程。
5. 具備 SSR（Server-Side Rendering） 開發經驗，能處理高效能網站架構。
6. 具備基礎網頁安全知識，了解如何防範常見漏洞（如 XSS、CSRF 等）。
7. 有自動化測試撰寫 E2E, Unit Test 經驗，確保系統穩定性並推動程式碼品質提升。",https://www.cake.me/companies/rhinoshield/jobs/senior-front-end-engineer-5f8a5a?locale=en,201 - 500 people,台灣台中市南屯區益昌五街,"RHINOSHIELD is an accessories brand which offers superior protection for its customer's devices.Established in 2012, and driven by creative ingenuity, RHINOSHILED continues to evolve by seeking out new materials, focusing on sustainability, and being a leader in customization.As a changemaker in the industry, the reputation of our product technology, like the ShockSpread™ material, makes us stand out from the crowd. Our enviable status has helped us form valuable bonds with both iconic brands, and cool indie artists alike.Today, RHINOSHIELD has a growing global reach, with products sold across Asia, North America and Europe. Near a million customers have signed up for loyalty and other bonuses via our official website and retail stores, and we cultivate twice this number of followers across major social media platforms.See more at: rhinoshield.shop",https://www.cake.me/companies/rhinoshield
知名IT服務外商【Software Engineer (UI/UX Designer)】D80/G50/G85,精英人力資源股份有限公司,Recruitment Services / Worker Dispatch,Design,UI/UX Design,Full-time,Entry level,"Nangang District, Taipei City, Taiwan",1,No requirement for relevant working experience,Negotiable,[],"知名IT服務外商【Software Engineer (UI/UX Designer)】，歡迎想挑戰在多元化與全球同事合作的團隊中，追求快速成⻑環境的你應徵。Job Summary –A guide to the role, responsibilities, qualifications, and skills of a Software Engineer, with fluent Mandarin Language.Software Engineers are responsible for designing, developing, and implementing software solutions that meet the needs and expectations of users and clients. They use various programming languages, tools, and methodologies to create software products and systems that are reliable, efficient, and user-friendly. Software Engineers also collaborate with other developers, testers, analysts, and stakeholders throughout the software development life cycle (SDLC) to ensure the quality and functionality of the software.Technical Skills:
UI/UX Designer ResponsibilitiesSetup and maintain Pulsar UI/UX standards and guidelinesProvide UI/UX design and mock-up for user engagement by requestProvide the necessary UI/UX design to the PBIsMaintain the overall user experiences of Pulsar to meet users’ needsMaintain the overall Pulsar UI/UX design tasks in the form of PBIsImplement and deliver the UI/UX related PBIsSupport Dev team on CSS development and visual designs
Certifications Needed:
Working experience as a UI/UX Designer or similar roleExperience as a Front End Developer or similar role.Knowledge of wireframe tools (e.g. Wireframe.cc and InVision)Solid understanding of web development fundamentals including DOM manipulation, AJAX, and browser compatibility.Up-to-date knowledge of design software like Adobe Illustrator and Photoshop.Proficiency in HTML, CSS, JavaScript and Bootstrap.Portfolio of design projects
福利：★ 佳節獎金/禮物★ 生日禮品★ 每月/每季獎勵★ 內部推薦獎金★ 年度體檢★ 郊遊、尾牙","其他應徵方式及備註：If you are interested in this opportunity, please contact with [email protected]",https://www.cake.me/companies/imc/jobs/db970c?locale=en,51 - 200 people,台北市松山區敦化南路一段2號10樓,IMC精英集團致力於滿足人力資源服務產業的動態平衡，為人才規劃生涯各階段最適宜的發展舞台，為企業提供合適人才更同時兼顧時效性與質/量的要求。業務集中於大中華地區，涵蓋台北、新竹、台中、台南、高雄、上海、北京、天津...等地，協助人才找工作；提供企業求才、委外服務、人才移動力、專家派遣、居家照顧等多樣服務。 IMC精英服務特色： 在地品牌，跨地域完整服務 ● 本土人力資源公司，最了解大中華地區人才特色及企業人才需求。 ● 公司根基穩固，支持各地因應產業及環境需要，提供更靈活彈性的近距離服務。 ● 30年以上的豐富產業資歷及實務經驗，即時解決客戶及人才不同面向問題。 團隊作戰，專業分工 ● 招募計畫專業分工，團隊具備產業及職能知識(如:金融/保險/電信…等；業務/客服/門市人員…等)求職/求才效率最佳化。 ● 以資深專業顧問群帶領熱情充滿活力的精英團隊，發揮團隊力量，齊心達成客戶交付任務。 ● 顧問團隊透過定期教育訓練，培養面對客戶與人才的專業服務實力，更能貼近需求。 ● 團隊合作為後盾，搭配單一窗口客製化服務，客戶與人才的問題能達到立即回覆。 客戶(人才＆企業)優先，服務至上 ● 提供精準的推薦函，展現履歷中看不到的經驗能力，為企業發掘精英。 ● 細心耐心用心篩選合適人才，教導人才面試技巧，提高錄取機率，期許客戶雙贏。 ● 堅持正當合法，提供專業諮詢及貼心服務，態度親切誠懇實在，不做誇大不實工作描述。 自行研發管理系統，有效招募 ● 自有專業招募與資料庫管理系統，能提升後續作業的便利性及效率。 ● 系統依據作業流程標準化導入，具防呆除錯設計，並嚴密的審核與品質控管，讓資料安全無疑慮。 以「人」為本，關注生涯每階段 ● 從人才角度悉心分析工作合適性，真誠提供職涯及生涯規劃協助。 ● 求學期及就業起步期可考慮彈性靈活的短期、兼職性質工作，累積更多元的職場經驗。 ● 具備產業專業知識的淬鍊期及成熟期，可透過IMC精英中高階仲介及職涯諮詢服務，創造事業巔峰。 ● 步入屆齡退休期，IMC精英邀請您進入5070專家派遣，借助您豐富的產業經驗及社會歷練，協助企業傳承、解決困境。 ● IMC精英先一步看見社會需求，提供全方位的居家照顧，唯有家庭安全無虞，自己及家人才有安心工作的條件，工作與生活達成平衡。,https://www.cake.me/companies/imc
Influencer Marketing Specialist (Malaysia/Singapore),新加坡商犀牛盾科技股份有限公司,Software,Marketing / Advertising,PR Specialist,Full-time,Entry level,"Taipei City, Taiwan",1,2 years of experience required,"40,000 ~ 80,000 TWD / month",[],"[General Responsibilities]-Market-Specific Influencer & KOC Collaboration: Identify, engage, and manage relationships with influencers and KOLs within the designated market. Develop and execute influencer marketing campaigns that align with RHINOSHIELD’s brand values and objectives.-Performance Analysis: Monitor and analyze the effectiveness of influencer campaigns and social media activities in the designated market. Provide insights and recommendations for optimization to maximize ROI and achieve marketing goals.-Community Management: Build and nurture a vibrant community around RHINOSHIELD’s products in the designated market. Engage with customers, fans, and followers on social media to foster brand loyalty and create a sense of belonging.-Localized Content Strategy: Collaborate to ensure that influencer-generated & owned visual content is tailored to the local market and seamlessly integrated into RHINOSHIELD’s social media channels.-Market Insights: Stay informed about local market trends, cultural nuances, and emerging influencers. Use this knowledge to inform strategy and ensure marketing efforts are relevant and impactful in the designated market.","[Job Requirement]-Malay/English at a native or professional level is a must.-Proven track record of successful influencer collaborations and community management in the designated market.-Strong understanding of local social media platforms, trends, and best practices.-Established experience in agency cooperation and management is a significant plus.[Plus]1. Native in Malay, fluent in English or Chinese.2. In-depth understanding of digital marketing, social media, and how content creators collaborate with brands.3. Strong time management skills, capable of handling and completing multiple tasks within deadlines.",https://www.cake.me/companies/rhinoshield/jobs/influencer-marketing-specialist-malaysia-singapore?locale=en,201 - 500 people,台灣台中市南屯區益昌五街,"RHINOSHIELD is an accessories brand which offers superior protection for its customer's devices.Established in 2012, and driven by creative ingenuity, RHINOSHILED continues to evolve by seeking out new materials, focusing on sustainability, and being a leader in customization.As a changemaker in the industry, the reputation of our product technology, like the ShockSpread™ material, makes us stand out from the crowd. Our enviable status has helped us form valuable bonds with both iconic brands, and cool indie artists alike.Today, RHINOSHIELD has a growing global reach, with products sold across Asia, North America and Europe. Near a million customers have signed up for loyalty and other bonuses via our official website and retail stores, and we cultivate twice this number of followers across major social media platforms.See more at: rhinoshield.shop",https://www.cake.me/companies/rhinoshield
Sr. Influencer Marketing Specialist(Spain),新加坡商犀牛盾科技股份有限公司,Software,Marketing / Advertising,PR Specialist,Full-time,Entry level,"Taipei City, Taiwan",1,2 years of experience required,"40,000 ~ 80,000 TWD / month",[],"[General Responsibilities]-Market-Specific Influencer & KOC Collaboration: Identify, engage, and manage relationships with influencers and KOLs within the designated market. Develop and execute influencer marketing campaigns that align with RHINOSHIELD’s brand values and objectives.-Performance Analysis: Monitor and analyze the effectiveness of influencer campaigns and social media activities in the designated market. Provide insights and recommendations for optimization to maximize ROI and achieve marketing goals.-Community Management: Build and nurture a vibrant community around RHINOSHIELD’s products in the designated market. Engage with customers, fans, and followers on social media to foster brand loyalty and create a sense of belonging.-Localized Content Strategy: Collaborate to ensure that influencer-generated & owned visual content is tailored to the local market and seamlessly integrated into RHINOSHIELD’s social media channels.-Market Insights: Stay informed about local market trends, cultural nuances, and emerging influencers. Use this knowledge to inform strategy and ensure marketing efforts are relevant and impactful in the designated market.","[Job Requirement]-Spanish at a native or professional level is a must.-Proven track record of successful influencer collaborations and community management in the designated market.-Strong understanding of local social media platforms, trends, and best practices.-Established experience in agency cooperation and management is a significant plus.",https://www.cake.me/companies/rhinoshield/jobs/sr-influencer-marketing-specialist-spain?locale=en,201 - 500 people,台灣台中市南屯區益昌五街,"RHINOSHIELD is an accessories brand which offers superior protection for its customer's devices.Established in 2012, and driven by creative ingenuity, RHINOSHILED continues to evolve by seeking out new materials, focusing on sustainability, and being a leader in customization.As a changemaker in the industry, the reputation of our product technology, like the ShockSpread™ material, makes us stand out from the crowd. Our enviable status has helped us form valuable bonds with both iconic brands, and cool indie artists alike.Today, RHINOSHIELD has a growing global reach, with products sold across Asia, North America and Europe. Near a million customers have signed up for loyalty and other bonuses via our official website and retail stores, and we cultivate twice this number of followers across major social media platforms.See more at: rhinoshield.shop",https://www.cake.me/companies/rhinoshield
HRBP,新加坡商犀牛盾科技股份有限公司,Software,HR,HR Specialist,Full-time,Entry level,"Taichung City, Taiwan",1,3 years of experience required,"40,000 ~ 80,000 TWD / month",[],"[General Responsibilities]1. Coordinate end-to-end people process of talents from vacancy defining, sourcing, and onboarding.2. Provide advice and suggestions to line managers regarding HR practices, policies, and programs.3. Identify people and organizational issues and provide solutions to line managers to achieve business objectives and improve organization effectiveness.4. Work with managers on employee relations issues.5. Daily HR administrative request to support the employees and managers.",,https://www.cake.me/companies/rhinoshield/jobs/hrbp-0886eb?locale=en,201 - 500 people,台灣台中市南屯區益昌五街,"RHINOSHIELD is an accessories brand which offers superior protection for its customer's devices.Established in 2012, and driven by creative ingenuity, RHINOSHILED continues to evolve by seeking out new materials, focusing on sustainability, and being a leader in customization.As a changemaker in the industry, the reputation of our product technology, like the ShockSpread™ material, makes us stand out from the crowd. Our enviable status has helped us form valuable bonds with both iconic brands, and cool indie artists alike.Today, RHINOSHIELD has a growing global reach, with products sold across Asia, North America and Europe. Near a million customers have signed up for loyalty and other bonuses via our official website and retail stores, and we cultivate twice this number of followers across major social media platforms.See more at: rhinoshield.shop",https://www.cake.me/companies/rhinoshield
Process Improvement Engineer,台灣杜邦股份有限公司 DuPont Taiwan Limited,Chemicals,Engineering,Process Engineer,Full-time,Entry level,"Hsinchu City, Taiwan, Hsinchu County, Taiwan",1,No requirement for relevant working experience,Negotiable,[],"Support testing vehicle developing, related technologies & materials for FCCL (Flex Copper Clad Laminate) and CCL (Copper Clad Laminate).Develop understanding in FPCB and PCB manufacturing process, electrical and reliability test process via internal and external manufacturing sites.Support new product developing by window test of processability evaluation.Set up new process and developing new testing vehicle.  Enable application driven innovation by fast prototyping and concept proof.Identify customer needs and critical-to-quality terms to strength R&D functionsInvestigate lab to scale up process in integrated fabrication line for new product development.Assists in research efforts to improve existing products or create new applications.Support on manufacturing technology development to speed up product commercialization. Provide training to technician and sales representative.","Bachelor or Master degree in Polymer chemistry/Chemical Engineering/Chemistry/Material Science/Mechanical engineering.Experience in PCB, FPC or IC substrate is required.Experience in PCB processing is required.Experience in raw dielectric evaluation and qualification process is a plus.Experience in technical support, DOE experience and industrial-working is a plusAbility to work and communicate effectively within the organization.Independent researcher, as well as teamwork is required.Fluent in English & Mandarin.Good computer proficiency.Be able for travel to US and within Asia.",https://www.cake.me/companies/dupont/jobs/process-improvement-engineer?locale=en,1001 - 5000 people,臺北市松山區敦化北路167號13樓,"杜邦為全球數一數二的技術領導者，在全球約有23,000名員工，我們的營運版圖遍布將近50個國家，擁有23個技術中心與90個生產據點。領先的創新、深厚的材料科學專業知識和一流的製造技術使我們的客戶能夠使用下一代技術。現今的杜邦正轉型成為一家更專精的跨行業公司，專注於以下五個需求創新與可持續發展的高增長領域：電子科技、下一代汽車、水處理、防護與工業技術，持續追求新技術和高性能材料。每一天，我們都在解決客戶面臨的最大挑戰，並很榮幸成為他們的首選合作夥伴。
除此之外，我們十分看重永續發展，會以必要的創新，促使世界繁榮茁壯，兌現對社會的承諾。我們將在科學和創新中保持我們的熱情，並運用經認可的專業，創造永續發展的解決方案，以解決世界所面臨的複雜挑戰。
台灣杜邦
台灣杜邦公司成立於民國57年，目的在進口及行銷杜邦的產品，並為客戶提供技術支援。最先引進植物保護產品，其後電子、化學、聚合物、纖維尼龍特殊化學等產品逐一跟進發展，而台灣目前已是杜邦在亞洲投資額最大的國家。
杜邦公司不僅對台灣產業發展產生重要影響，更協助台灣產品成功地打入國際市場，在根生台灣、永續經營的展望下，穩健營運，著重地方與社區的發展，善盡企業的社會責任。
為配合區域性整合行銷及在台長期發展的策略，台灣杜邦現在有2個辦公室、1個實驗室與5個工廠 1個研發中心與1個創新中心，現有員工人數約為1200人。對工業安全及環保有嚴謹與高標準的管理，持續締造零傷害之工安記錄。
杜邦公司一直以來，與台灣經濟共同成長，早已將永續經營的理念落實，成為道地的本土企業，除了持續將結合生物科學、材料科學及資訊科學等三大領域之各項科技及高品質產品引進國內；積極與國內企業合作，共同開發國內及國際市場；以及朝向知識密集的產業發展。
如需更多公司相關資訊，請參觀杜邦官網：http://www.dupont.com.tw",https://www.cake.me/companies/dupont
Planning & Scheduling Specialist,台灣杜邦股份有限公司 DuPont Taiwan Limited,Chemicals,Manufacturing,Materials Manager,Full-time,Entry level,"Wugu District, New Taipei City, Taiwan",1,2 years of experience required,Negotiable,[],"Position Summary: Scheduling 
Responsible for negotiating, managing and coordinating procurement agreements in support of various raw materials for the LPM Taiwan business.  Leads and participates in the development of procurement strategies in conjunction with the business or regional commodity teams.  Executes the sourcing strategy to improve the competitive position of the LPM businesses and helps to manage risk with the raw materials in their supply chains.  Develops and collaborates with global business leaders in strategy, decision making and execution.  Oversees contract implementation and supplier performance and interaction.  Likely occasional involvement in resolving daily operational issues as raised by the LPM business.

Material Planning
We are looking for a material planner to manage inventories and ensure that material resources are consistent with production schedules. The material planner's responsibilities include determining material specifications, creating and maintaining inventory schedules, coordinating with internal departments, and managing external stakeholder relations.

A successful Material Planner should be able to ensure the appropriate supply of cost-efficient and high-quality materials required to maintain steady production and product delivery.

Responsibilities: 

Scheduling
Develop and execute the procurement strategy to manage price and supply risk in order to maximize competitive position and ensure security of supply;Negotiate, prepare and execute procurement agreements; Research, use and report on essential raw material market levels, trends, opportunities and risks; Negotiate and deliver savings to meet business requirements and S&L   objectives.Manage the suppliers to meet Business and Operation requirements through metrics and feedback systems; resolve quality, service and supply issues with suppliers and assist in process improvement;  Identify and lead supplier improvement programs;Lead supplier selection processes.Lead and enable effective resolution of emergency sourcing needs.  Minimize single source situations by working to identify and qualify additional suppliers.Understand business needs.  

Materials Planning
Determining the required materials and generating purchase orders.Ensuring materials meet specifications, quality standards, and are cost-efficient.Ensuring the consistent and adequate supply of materials necessary for production.Coordinating with other departments regarding production goals, timelines, supplier payments, etc.Tracking production volume and monitoring customer demand patterns and purchasing trends.Scheduling and overseeing the supply and delivery of materials and products.Liaising with customers, suppliers, and distributors.Managing inventory issues, schedule changes, and cancellations.Preparing cost estimates and performance reports.","Qualifications: Degree in business, logistics, inventory management, or a related field preferred.2+ years of experience in material planning, inventory management, purchasing, or a related position.Strong organizational and time management skills.Knowledge of manufacturing processes and supply chain management.Good communication skills, both verbal and written.Proficiency in Microsoft Office and material management systems.Strong analytical and problem-solving skills.
Skills & Abilities: 
Communicating with Impact - Expressing thoughts, feelings, and ideas in a clear, succinct, and compelling manner in both individual and group situations; adjusting language to capture the attention of the audience.Analysis and Judgment - Identifying and understanding issues, problems, and opportunities; comparing data from different sources to draw conclusions; using effective approaches for choosing a course of action or developing appropriate solutions; taking action that is consistent with available facts, constraints, and probable consequences.Engagement - Demonstrating a willingness to actively commit to one’s work and to invest one’s time, talent, and best efforts to accomplish organizational goals.Managing for Productivity - Establishing courses of action for self and others to ensure that work is completed efficiently. Teamwork/Collaboration - Developing and using collaborative relationships to facilitate the accomplishment of work goals.Negotiation Skills - Persuades suppliers and clients to reach mutually beneficial agreements and influences important outcomes. Recognizes when to apply vendor tensioning techniques and knows when to lock-in a commitment.S&L Processes/Systems - Applies S&L functional processes (e.g., BRRP) and system technologies (e.g., ESourcing, SAP) to develop and execute competitive sourcing solutions that accelerate delivery for maximum business results.",https://www.cake.me/companies/dupont/jobs/planning-scheduling-specialist?locale=en,1001 - 5000 people,臺北市松山區敦化北路167號13樓,"杜邦為全球數一數二的技術領導者，在全球約有23,000名員工，我們的營運版圖遍布將近50個國家，擁有23個技術中心與90個生產據點。領先的創新、深厚的材料科學專業知識和一流的製造技術使我們的客戶能夠使用下一代技術。現今的杜邦正轉型成為一家更專精的跨行業公司，專注於以下五個需求創新與可持續發展的高增長領域：電子科技、下一代汽車、水處理、防護與工業技術，持續追求新技術和高性能材料。每一天，我們都在解決客戶面臨的最大挑戰，並很榮幸成為他們的首選合作夥伴。
除此之外，我們十分看重永續發展，會以必要的創新，促使世界繁榮茁壯，兌現對社會的承諾。我們將在科學和創新中保持我們的熱情，並運用經認可的專業，創造永續發展的解決方案，以解決世界所面臨的複雜挑戰。
台灣杜邦
台灣杜邦公司成立於民國57年，目的在進口及行銷杜邦的產品，並為客戶提供技術支援。最先引進植物保護產品，其後電子、化學、聚合物、纖維尼龍特殊化學等產品逐一跟進發展，而台灣目前已是杜邦在亞洲投資額最大的國家。
杜邦公司不僅對台灣產業發展產生重要影響，更協助台灣產品成功地打入國際市場，在根生台灣、永續經營的展望下，穩健營運，著重地方與社區的發展，善盡企業的社會責任。
為配合區域性整合行銷及在台長期發展的策略，台灣杜邦現在有2個辦公室、1個實驗室與5個工廠 1個研發中心與1個創新中心，現有員工人數約為1200人。對工業安全及環保有嚴謹與高標準的管理，持續締造零傷害之工安記錄。
杜邦公司一直以來，與台灣經濟共同成長，早已將永續經營的理念落實，成為道地的本土企業，除了持續將結合生物科學、材料科學及資訊科學等三大領域之各項科技及高品質產品引進國內；積極與國內企業合作，共同開發國內及國際市場；以及朝向知識密集的產業發展。
如需更多公司相關資訊，請參觀杜邦官網：http://www.dupont.com.tw",https://www.cake.me/companies/dupont
R&D Chemist,台灣杜邦股份有限公司 DuPont Taiwan Limited,Chemicals,Manufacturing,Chemist,Full-time,Entry level,"Hsinchu City, Taiwan",1,No requirement for relevant working experience,Negotiable,[],"PhD degree in Polymer chemistry/Chemical Engineering/Chemistry is requiredExperience in condensation polymerization and organic synthesis are requiredExperience in design and synthesis charged polymers are a plusExperience in formulation development, DOE experience and industrial working experience is a plusIndependent researcher as well as team playerStrong interpersonal and communication skillsFluent in English & MandarinBe able to travel to US and within Asia","Develop next generation photosensitive material & related technologies for printed circuit board (PCB) and other photolithographic applicationsExplore new monomer design, additives, and polymer structure through patent landscape analysis, fundamental understanding, experiment design, data analysis, and result interpretationEstablish polymer characterization to facilitate new product developmentCoordinate pilot scale production to speed up product commercializationCreate strong relationships with internal/external groups, as well as external vendors",https://www.cake.me/companies/dupont/jobs/r-d-chemist-e39c02?locale=en,1001 - 5000 people,臺北市松山區敦化北路167號13樓,"杜邦為全球數一數二的技術領導者，在全球約有23,000名員工，我們的營運版圖遍布將近50個國家，擁有23個技術中心與90個生產據點。領先的創新、深厚的材料科學專業知識和一流的製造技術使我們的客戶能夠使用下一代技術。現今的杜邦正轉型成為一家更專精的跨行業公司，專注於以下五個需求創新與可持續發展的高增長領域：電子科技、下一代汽車、水處理、防護與工業技術，持續追求新技術和高性能材料。每一天，我們都在解決客戶面臨的最大挑戰，並很榮幸成為他們的首選合作夥伴。
除此之外，我們十分看重永續發展，會以必要的創新，促使世界繁榮茁壯，兌現對社會的承諾。我們將在科學和創新中保持我們的熱情，並運用經認可的專業，創造永續發展的解決方案，以解決世界所面臨的複雜挑戰。
台灣杜邦
台灣杜邦公司成立於民國57年，目的在進口及行銷杜邦的產品，並為客戶提供技術支援。最先引進植物保護產品，其後電子、化學、聚合物、纖維尼龍特殊化學等產品逐一跟進發展，而台灣目前已是杜邦在亞洲投資額最大的國家。
杜邦公司不僅對台灣產業發展產生重要影響，更協助台灣產品成功地打入國際市場，在根生台灣、永續經營的展望下，穩健營運，著重地方與社區的發展，善盡企業的社會責任。
為配合區域性整合行銷及在台長期發展的策略，台灣杜邦現在有2個辦公室、1個實驗室與5個工廠 1個研發中心與1個創新中心，現有員工人數約為1200人。對工業安全及環保有嚴謹與高標準的管理，持續締造零傷害之工安記錄。
杜邦公司一直以來，與台灣經濟共同成長，早已將永續經營的理念落實，成為道地的本土企業，除了持續將結合生物科學、材料科學及資訊科學等三大領域之各項科技及高品質產品引進國內；積極與國內企業合作，共同開發國內及國際市場；以及朝向知識密集的產業發展。
如需更多公司相關資訊，請參觀杜邦官網：http://www.dupont.com.tw",https://www.cake.me/companies/dupont
Maintenance Engineer,台灣杜邦股份有限公司 DuPont Taiwan Limited,Chemicals,Construction,Maintenance Technician,Full-time,Entry level,"Zhunan Township, Miaoli County, Taiwan",1,No requirement for relevant working experience,Negotiable,[],"Routine Preventive Maintenance execution.Resolve equipment failures cases and perform root cause investigations.Improve equipment reliability and sustains equipment capability.Improve equipment  software and hardware by production requirements.Evaluate equipment potential risks and comes out contingency plans.Develop documents and standardizes of maintenance, repairs, troubleshooting techniques.Provide engineering support to other engineering team, other production team, and other improvement teams.Learn skill of six-sigma, lean production, and SPC  to support production troubleshooting.Compliance of safety and Dupont core value on daily work.","Well attitude and good team player.Electrical, Auto Control,  Electronic, and  Mech.-Elec. relative Bachelor degree.Equipment maintenance experience and PLC/HMI skill.Documentation, Computer, and Presentation skill.Middle-level English skill.Take holiday shift (about once two months) and night shift (about once a year)",https://www.cake.me/companies/dupont/jobs/maintenance-engineer-79d0f2?locale=en,1001 - 5000 people,臺北市松山區敦化北路167號13樓,"杜邦為全球數一數二的技術領導者，在全球約有23,000名員工，我們的營運版圖遍布將近50個國家，擁有23個技術中心與90個生產據點。領先的創新、深厚的材料科學專業知識和一流的製造技術使我們的客戶能夠使用下一代技術。現今的杜邦正轉型成為一家更專精的跨行業公司，專注於以下五個需求創新與可持續發展的高增長領域：電子科技、下一代汽車、水處理、防護與工業技術，持續追求新技術和高性能材料。每一天，我們都在解決客戶面臨的最大挑戰，並很榮幸成為他們的首選合作夥伴。
除此之外，我們十分看重永續發展，會以必要的創新，促使世界繁榮茁壯，兌現對社會的承諾。我們將在科學和創新中保持我們的熱情，並運用經認可的專業，創造永續發展的解決方案，以解決世界所面臨的複雜挑戰。
台灣杜邦
台灣杜邦公司成立於民國57年，目的在進口及行銷杜邦的產品，並為客戶提供技術支援。最先引進植物保護產品，其後電子、化學、聚合物、纖維尼龍特殊化學等產品逐一跟進發展，而台灣目前已是杜邦在亞洲投資額最大的國家。
杜邦公司不僅對台灣產業發展產生重要影響，更協助台灣產品成功地打入國際市場，在根生台灣、永續經營的展望下，穩健營運，著重地方與社區的發展，善盡企業的社會責任。
為配合區域性整合行銷及在台長期發展的策略，台灣杜邦現在有2個辦公室、1個實驗室與5個工廠 1個研發中心與1個創新中心，現有員工人數約為1200人。對工業安全及環保有嚴謹與高標準的管理，持續締造零傷害之工安記錄。
杜邦公司一直以來，與台灣經濟共同成長，早已將永續經營的理念落實，成為道地的本土企業，除了持續將結合生物科學、材料科學及資訊科學等三大領域之各項科技及高品質產品引進國內；積極與國內企業合作，共同開發國內及國際市場；以及朝向知識密集的產業發展。
如需更多公司相關資訊，請參觀杜邦官網：http://www.dupont.com.tw",https://www.cake.me/companies/dupont
